epoch,accuracy,auc,loss,lr,sensitivity_at_specificity,specificity_at_sensitivity,val_accuracy,val_auc,val_loss,val_sensitivity_at_specificity,val_specificity_at_sensitivity
28,0.9680550694465637,0.9930301904678345,0.09207567572593689,0.001,0.9984844923019409,0.9998444318771362,0.8957112431526184,0.9314440488815308,0.27791962027549744,0.9558571577072144,0.9877781867980957
29,0.9676879644393921,0.9930010437965393,0.09168954938650131,0.001,0.9982900023460388,0.9998122453689575,0.8996053338050842,0.9330233931541443,0.2714253067970276,0.9668291807174683,0.9896501302719116
30,0.9667872786521912,0.9926731586456299,0.09322298318147659,0.001,0.9980225563049316,0.9998400211334229,0.9038960933685303,0.9388393759727478,0.25788405537605286,0.9666622877120972,0.9891999959945679
31,0.9684814214706421,0.9930738210678101,0.08953790366649628,0.001,0.9978402256965637,0.9998855590820312,0.9051350951194763,0.9398632049560547,0.25644195079803467,0.961593508720398,0.9895918369293213
32,0.9692147374153137,0.9935104846954346,0.08720002323389053,0.001,0.9988694787025452,0.9998544454574585,0.9022908806800842,0.935634434223175,0.27211570739746094,0.9668028354644775,0.9898301362991333
33,0.970141589641571,0.9937078356742859,0.08512413501739502,0.001,0.9989221096038818,0.9998655915260315,0.9012858271598816,0.9385542869567871,0.2717759907245636,0.9641937613487244,0.9906244874000549
34,0.9708792567253113,0.9942947626113892,0.0827365294098854,0.001,0.9989018440246582,0.9998378157615662,0.9052103757858276,0.9402161836624146,0.2637573778629303,0.9641937613487244,0.9902431964874268
35,0.9714338183403015,0.994304895401001,0.08182916790246964,0.001,0.9988532662391663,0.9999011158943176,0.9041707515716553,0.9392377138137817,0.2687118351459503,0.953678548336029,0.9898672103881836
36,0.9715462923049927,0.9946781992912292,0.07983098179101944,0.001,0.9988978505134583,0.9999233484268188,0.896484375,0.9321073293685913,0.2976800799369812,0.9395528435707092,0.9904761910438538
37,0.9733502864837646,0.9948700070381165,0.07669595628976822,0.001,0.998678982257843,0.9999399781227112,0.9035136103630066,0.9373932480812073,0.2769247591495514,0.970676839351654,0.9900525808334351
38,0.975506603717804,0.995576798915863,0.07185781002044678,0.001,0.9987114071846008,0.9999399781227112,0.907397449016571,0.9445401430130005,0.2600761651992798,0.9631571769714355,0.9891232252120972
39,0.9750924110412598,0.9953608512878418,0.07252296805381775,0.001,0.9985412359237671,0.9999022483825684,0.9072102904319763,0.9409723877906799,0.26586395502090454,0.9704484343528748,0.9899625182151794
40,0.9772853255271912,0.9961318969726562,0.06718609482049942,0.001,0.998678982257843,0.9999477863311768,0.9064615964889526,0.9393426179885864,0.2715836465358734,0.9613651633262634,0.9904576539993286
41,0.9786385893821716,0.9964158535003662,0.06419193744659424,0.001,0.9986222982406616,0.9999422430992126,0.9088399410247803,0.9408600926399231,0.26660171151161194,0.9618658423423767,0.990849494934082
